Lambda(micron),Flux(Jy)
5.364400083635700867e+00,1.188835631962279898e-01
5.365200083615491167e+00,1.241931218080622873e-01
5.366000083595281467e+00,1.251461963329669747e-01
5.366800083575071767e+00,1.239116721248968295e-01
5.367600083554862067e+00,1.237512051035498661e-01
5.368400083534652367e+00,1.259801450981931359e-01
5.369200083514442667e+00,1.273604995466632583e-01
5.370000083494232967e+00,1.261411310294007770e-01
5.370800083474023268e+00,1.212045777170704247e-01
5.371600083453813568e+00,1.207428674341608638e-01
5.372400083433603868e+00,1.233029937258289244e-01
5.373200083413394168e+00,1.225556050135468977e-01
5.374000083393184468e+00,1.253135912740337143e-01
5.374800083372974768e+00,1.267901554957238386e-01
5.375600083352765068e+00,1.256575302953466255e-01
5.376400083332555369e+00,1.243006912805453418e-01
5.377200083312345669e+00,1.246780138186089348e-01
5.378000083292135969e+00,1.255715748412800647e-01
5.378800083271926269e+00,1.254460154942741157e-01
5.379600083251716569e+00,1.242432854545440640e-01
5.380400083231506869e+00,1.240741070393180101e-01
5.381200083211297169e+00,1.268981848135203871e-01
5.382000083191087469e+00,1.279527136932418763e-01
5.382800083170877770e+00,1.280037534066074678e-01
5.383600083150668070e+00,1.286289786491902343e-01
5.384400083130458370e+00,1.280340937385125444e-01
5.385200083110248670e+00,1.283416446296036240e-01
5.386000083090038970e+00,1.282231103501744462e-01
5.386800083069829270e+00,1.269673932182123488e-01
5.387600083049619570e+00,1.252062242045243190e-01
5.388400083029409871e+00,1.237813216954270906e-01
5.389200083009200171e+00,1.239659249238090760e-01
5.390000082988990471e+00,1.245846282608225053e-01
5.390800082968780771e+00,1.257196489574159415e-01
5.391600082948571071e+00,1.266400864645372548e-01
5.392400082928361371e+00,1.268579323996038288e-01
5.393200082908151671e+00,1.282269426006580615e-01
5.394000082887941971e+00,1.281361891566533961e-01
5.394800082867732272e+00,1.285685474353827629e-01
5.395600082847522572e+00,1.289293771653034493e-01
5.396400082827312872e+00,1.292648220190822927e-01
5.397200082807103172e+00,1.294088325075140600e-01
5.398000082786893472e+00,1.293055569481248168e-01
5.398800082766683772e+00,1.294972217360828848e-01
5.399600082746474072e+00,1.289580817043486649e-01
5.400400082726264372e+00,1.279383883492188068e-01
5.401200082706054673e+00,1.268488052985667913e-01
5.402000082685844973e+00,1.267882178543466853e-01
5.402800082665635273e+00,1.270293477659218961e-01
5.403600082645425573e+00,1.259804164575790697e-01
5.404400082625215873e+00,1.261795853316502181e-01
5.405200082605006173e+00,1.266097596365686195e-01
5.406000082584796473e+00,1.266524683448249922e-01
5.406800082564586774e+00,1.271169588906738979e-01
5.407600082544377074e+00,1.242927187300358755e-01
5.408400082524167374e+00,1.215992559609905266e-01
5.409200082503957674e+00,1.262856185816366716e-01
5.410000082483747974e+00,1.265867703965377067e-01
5.410800082463538274e+00,1.223775966791959685e-01
5.411600082443328574e+00,1.214980976529574791e-01
5.412400082423118874e+00,1.266760492987366593e-01
5.413200082402909175e+00,1.300168914456595326e-01
5.414000082382699475e+00,1.320557374190342859e-01
5.414800082362489775e+00,1.306443773384892149e-01
5.415600082342280075e+00,1.276658931336655534e-01
5.416400082322070375e+00,1.233752809708745096e-01
5.417200082301860675e+00,1.219632297106340302e-01
5.418000082281650975e+00,1.229609419995872643e-01
5.418800082261441275e+00,1.255183953674589847e-01
5.419600082241231576e+00,1.282520973472967840e-01
5.420400082221021876e+00,1.258820309746202237e-01
5.421200082200812176e+00,1.189646922150617847e-01
5.422000082180602476e+00,1.163418132855802839e-01
5.422800082160392776e+00,1.213460940262504340e-01
5.423600082140183076e+00,1.231225635117127459e-01
5.424400082119973376e+00,1.246442416096553152e-01
5.425200082099763677e+00,1.288687460588268108e-01
5.426000082079553977e+00,1.307494054589392052e-01
5.426800082059344277e+00,1.280106924076213348e-01
5.427600082039134577e+00,1.224933459328907404e-01
5.428400082018924877e+00,1.242428767972602321e-01
5.429200081998715177e+00,1.284732140603332406e-01
5.430000081978505477e+00,1.277728311829814944e-01
5.430800081958295777e+00,1.275790164616645850e-01
5.431600081938086078e+00,1.283718356557826679e-01
5.432400081917876378e+00,1.304937580687711152e-01
5.433200081897666678e+00,1.316937196599197168e-01
5.434000081877456978e+00,1.324252298753685886e-01
5.434800081857247278e+00,1.327036357558268875e-01
5.435600081837037578e+00,1.309305882947045252e-01
5.436400081816827878e+00,1.283781585309351492e-01
5.437200081796618178e+00,1.289652423182405527e-01
5.438000081776408479e+00,1.325038558381152753e-01
5.438800081756198779e+00,1.327192997668364682e-01
5.439600081735989079e+00,1.315944471694758533e-01
5.440400081715779379e+00,1.315227135762669086e-01
5.441200081695569679e+00,1.320410301524291841e-01
5.442000081675359979e+00,1.298074461417842718e-01
5.442800081655150279e+00,1.304138480497164521e-01
5.443600081634940580e+00,1.333316869177281760e-01
5.444400081614730880e+00,1.338179846863301048e-01
5.445200081594521180e+00,1.333926529398274108e-01
5.446000081574311480e+00,1.331732825128041642e-01
5.446800081554101780e+00,1.328469754636412703e-01
5.447600081533892080e+00,1.329160211913532896e-01
5.448400081513682380e+00,1.330500536267929523e-01
5.449200081493472680e+00,1.325752837063931266e-01
5.450000081473262981e+00,1.326902395958751701e-01
5.450800081453053281e+00,1.328646251820559954e-01
5.451600081432843581e+00,1.326082937628561276e-01
5.452400081412633881e+00,1.312190686415098950e-01
5.453200081392424181e+00,1.282258467538952285e-01
5.454000081372214481e+00,1.236681799966836554e-01
5.454800081352004781e+00,1.267151770487199569e-01
5.455600081331795081e+00,1.314729356911599756e-01
5.456400081311585382e+00,1.350377334261006479e-01
5.457200081291375682e+00,1.346654898927428512e-01
5.458000081271165982e+00,1.311315227018234053e-01
5.458800081250956282e+00,1.289020268319783225e-01
5.459600081230746582e+00,1.317493564742836520e-01
5.460400081210536882e+00,1.339400647770188635e-01
5.461200081190327182e+00,1.351523014613048301e-01
5.462000081170117483e+00,1.333015633120938348e-01
5.462800081149907783e+00,1.275489092897224286e-01
5.463600081129698083e+00,1.238751682387590064e-01
5.464400081109488383e+00,1.304501551762656253e-01
5.465200081089278683e+00,1.348225145873440389e-01
5.466000081069068983e+00,1.325005942324758434e-01
5.466800081048859283e+00,1.295955694174696915e-01
5.467600081028649583e+00,1.294206278066622751e-01
5.468400081008439884e+00,1.295300239865805891e-01
5.469200080988230184e+00,1.321137941451452635e-01
5.470000080968020484e+00,1.358832506383809702e-01
5.470800080947810784e+00,1.378338605006913797e-01
5.471600080927601084e+00,1.388712959965905380e-01
5.472400080907391384e+00,1.376010327254278132e-01
5.473200080887181684e+00,1.371305459459864762e-01
5.474000080866971985e+00,1.355576075043686268e-01
5.474800080846762285e+00,1.340068776710134635e-01
5.475600080826552585e+00,1.319797107229117861e-01
5.476400080806342885e+00,1.304397537114989347e-01
5.477200080786133185e+00,1.259000486246787953e-01
5.478000080765923485e+00,1.215051736373061464e-01
5.478800080745713785e+00,1.282972798702513850e-01
5.479600080725504085e+00,1.355852712571319063e-01
5.480400080705294386e+00,1.355160759478448440e-01
5.481200080685084686e+00,1.349775328026788790e-01
5.482000080664874986e+00,1.357031672611672957e-01
5.482800080644665286e+00,1.353783943479363872e-01
5.483600080624455586e+00,1.356760982752995837e-01
5.484400080604245886e+00,1.340361727607475295e-01
5.485200080584036186e+00,1.301122735133011521e-01
5.486000080563826486e+00,1.299945667596371923e-01
5.486800080543616787e+00,1.338169434993122242e-01
5.487600080523407087e+00,1.366419906980624599e-01
5.488400080503197387e+00,1.376927921930399534e-01
5.489200080482987687e+00,1.355601943841194257e-01
5.490000080462777987e+00,1.340707126802235527e-01
5.490800080442568287e+00,1.347467455500047095e-01
5.491600080422358587e+00,1.359553514998876056e-01
5.492400080402148888e+00,1.358022595252141029e-01
5.493200080381939188e+00,1.352814208467528201e-01
5.494000080361729488e+00,1.365700715731943959e-01
5.494800080341519788e+00,1.385712936404309703e-01
5.495600080321310088e+00,1.385722899618228310e-01
5.496400080301100388e+00,1.373283876148162219e-01
5.497200080280890688e+00,1.318455996578237477e-01
5.498000080260680988e+00,1.366062135568553992e-01
5.498800080240471289e+00,1.377484505089619504e-01
5.499600080220261589e+00,1.372692071047560691e-01
5.500400080200051889e+00,1.337545522162178757e-01
5.501200080179842189e+00,1.259124661315858262e-01
5.502000080159632489e+00,1.266056121425417624e-01
5.502800080139422789e+00,1.331885404049765187e-01
5.503600080119213089e+00,1.369511255518945092e-01
5.504400080099003389e+00,1.367509464738658753e-01
5.505200080078793690e+00,1.370885286015925963e-01
5.506000080058583990e+00,1.374101135967644161e-01
5.506800080038374290e+00,1.377562570275799037e-01
5.507600080018164590e+00,1.374890960478357960e-01
5.508400079997954890e+00,1.392777197231043762e-01
5.509200079977745190e+00,1.384999577127240256e-01
5.510000079957535490e+00,1.407743068700385569e-01
5.510800079937325791e+00,1.459684662833681812e-01
5.511600079917116091e+00,1.410508588029346089e-01
5.512400079896906391e+00,1.372027170266499341e-01
5.513200079876696691e+00,1.370591859353207098e-01
5.514000079856486991e+00,1.346654879693176543e-01
5.514800079836277291e+00,1.325762900359179486e-01
5.515600079816067591e+00,1.335385007091125509e-01
5.516400079795857891e+00,1.354652847591857612e-01
5.517200079775648192e+00,1.334145780808327075e-01
5.518000079755438492e+00,1.352170954361159583e-01
5.518800079735228792e+00,1.373113598498908183e-01
5.519600079715019092e+00,1.365186872592187850e-01
5.520400079694809392e+00,1.351472193249168285e-01
5.521200079674599692e+00,1.329887978242481061e-01
5.522000079654389992e+00,1.309713129883770255e-01
5.522800079634180292e+00,1.312197106173646766e-01
5.523600079613970593e+00,1.347287125605534097e-01
5.524400079593760893e+00,1.361522403564168759e-01
5.525200079573551193e+00,1.368353110523775062e-01
5.526000079553341493e+00,1.372399414007735574e-01
5.526800079533131793e+00,1.368771936835407599e-01
5.527600079512922093e+00,1.356848755864137057e-01
5.528400079492712393e+00,1.338794245908181968e-01
5.529200079472502694e+00,1.345795960295494420e-01
5.530000079452292994e+00,1.372752880944614617e-01
5.530800079432083294e+00,1.355533089231466259e-01
5.531600079411873594e+00,1.336760740978766293e-01
5.532400079391663894e+00,1.366577680840723175e-01
5.533200079371454194e+00,1.384716037325342264e-01
5.534000079351244494e+00,1.393899054511245905e-01
5.534800079331034794e+00,1.391266857074462404e-01
5.535600079310825095e+00,1.384182218284687738e-01
5.536400079290615395e+00,1.335958161405557398e-01
5.537200079270405695e+00,1.334264437657991798e-01
5.538000079250195995e+00,1.397446000612460881e-01
5.538800079229986295e+00,1.399088442576369995e-01
5.539600079209776595e+00,1.407303842450081388e-01
5.540400079189566895e+00,1.411516506449841113e-01
5.541200079169357195e+00,1.391576625372354936e-01
5.542000079149147496e+00,1.384495101517105031e-01
5.542800079128937796e+00,1.385943504414467731e-01
5.543600079108728096e+00,1.400364977649133091e-01
5.544400079088518396e+00,1.415312237567805942e-01
5.545200079068308696e+00,1.406250151220305722e-01
5.546000079048098996e+00,1.362179565090019806e-01
5.546800079027889296e+00,1.308269028524540190e-01
5.547600079007679597e+00,1.306806528536171574e-01
5.548400078987469897e+00,1.355928225525544484e-01
5.549200078967260197e+00,1.332821548866620631e-01
5.550000078947050497e+00,1.296863000488154560e-01
5.550800078926840797e+00,1.256913586813551698e-01
5.551600078906631097e+00,1.353914844826634711e-01
5.552400078886421397e+00,1.417888064579171103e-01
5.553200078866211697e+00,1.427182385836580081e-01
5.554000078846001998e+00,1.410285432757375779e-01
5.554800078825792298e+00,1.394770770310544972e-01
5.555600078805582598e+00,1.355168164814518905e-01
5.556400078785372898e+00,1.323115341811528234e-01
5.557200078765163198e+00,1.362327958306542020e-01
5.558000078744953498e+00,1.363259518826864802e-01
5.558800078724743798e+00,1.366450387751482476e-01
5.559600078704534099e+00,1.388861519744589712e-01
5.560400078684324399e+00,1.410013879789669133e-01
5.561200078664114699e+00,1.423379205593913455e-01
5.562000078643904999e+00,1.423240766374997690e-01
5.562800078623695299e+00,1.405848552050741884e-01
5.563600078603485599e+00,1.352199364078798816e-01
5.564400078583275899e+00,1.316761882088408608e-01
5.565200078563066199e+00,1.336158752918149839e-01
5.566000078542856500e+00,1.328138128991014077e-01
5.566800078522646800e+00,1.324648255700175692e-01
5.567600078502437100e+00,1.355008323489519939e-01
5.568400078482227400e+00,1.405911973352072242e-01
5.569200078462017700e+00,1.410080043212948719e-01
5.570000078441808000e+00,1.380519502179679003e-01
5.570800078421598300e+00,1.394589503352200444e-01
5.571600078401388600e+00,1.415909621955289133e-01
5.572400078381178901e+00,1.400247596135009154e-01
5.573200078360969201e+00,1.401977155231326766e-01
5.574000078340759501e+00,1.423793918521665813e-01
5.574800078320549801e+00,1.440193128944484702e-01
5.575600078300340101e+00,1.423150633608229187e-01
5.576400078280130401e+00,1.376731755715469296e-01
5.577200078259920701e+00,1.293030720190923022e-01
5.578000078239711002e+00,1.275073407753763433e-01
5.578800078219501302e+00,1.347820354595751779e-01
5.579600078199291602e+00,1.400633439142225101e-01
5.580400078179081902e+00,1.411306618345412045e-01
5.581200078158872202e+00,1.403158753754199795e-01
5.582000078138662502e+00,1.370478930736165057e-01
5.582800078118452802e+00,1.321570921813531863e-01
5.583600078098243102e+00,1.370563117788655971e-01
5.584400078078033403e+00,1.420777999417491000e-01
5.585200078057823703e+00,1.403132689604140171e-01
5.586000078037614003e+00,1.356723574638432905e-01
5.586800078017404303e+00,1.358733018501028789e-01
5.587600077997194603e+00,1.405607174257363923e-01
5.588400077976984903e+00,1.416113402867668902e-01
5.589200077956775203e+00,1.417338889374488153e-01
5.590000077936565503e+00,1.405085449445761248e-01
5.590800077916355804e+00,1.396242186214760317e-01
5.591600077896146104e+00,1.404907933403655440e-01
5.592400077875936404e+00,1.436197530952648127e-01
5.593200077855726704e+00,1.448625273875913944e-01
5.594000077835517004e+00,1.447576505212432030e-01
5.594800077815307304e+00,1.439521763050000680e-01
5.595600077795097604e+00,1.442946501240633950e-01
5.596400077774887905e+00,1.440491600505087177e-01
5.597200077754678205e+00,1.442462701133246372e-01
5.598000077734468505e+00,1.439486944087733644e-01
5.598800077714258805e+00,1.424220568655299446e-01
5.599600077694049105e+00,1.412683146436141401e-01
5.600400077673839405e+00,1.385016654492200738e-01
5.601200077653629705e+00,1.294993610967368480e-01
5.602000077633420005e+00,1.278748640440285078e-01
5.602800077613210306e+00,1.388978527473042623e-01
5.603600077593000606e+00,1.436497544646109237e-01
5.604400077572790906e+00,1.431918124912707202e-01
5.605200077552581206e+00,1.433472541727484062e-01
5.606000077532371506e+00,1.445283681668523279e-01
5.606800077512161806e+00,1.450596458235652308e-01
5.607600077491952106e+00,1.439925351963206313e-01
5.608400077471742406e+00,1.438450725960118692e-01
5.609200077451532707e+00,1.423992067196399314e-01
5.610000077431323007e+00,1.395479142720061627e-01
5.610800077411113307e+00,1.369118557393365077e-01
5.611600077390903607e+00,1.386114957961588623e-01
5.612400077370693907e+00,1.419631467791292179e-01
5.613200077350484207e+00,1.412169132497585744e-01
5.614000077330274507e+00,1.340600026519171428e-01
5.614800077310064808e+00,1.279119405519647534e-01
5.615600077289855108e+00,1.336541725239011880e-01
5.616400077269645408e+00,1.406865231947283801e-01
5.617200077249435708e+00,1.415811778799462572e-01
5.618000077229226008e+00,1.426329972826372305e-01
5.618800077209016308e+00,1.419392599520362397e-01
5.619600077188806608e+00,1.375770139023155814e-01
